region_code,sector,year,month,variable,value,estimate_flag,method_used
EL42,N,2050,,no_units,4008.937602,modeled,pooled-drift (annual)
EL42,N,2051,,no_units,4101.750104,modeled,pooled-drift (annual)
EL42,N,2052,,no_units,4196.711344,modeled,pooled-drift (annual)
EL42,N,2053,,no_units,4293.87107,modeled,pooled-drift (annual)
EL42,N,2054,,no_units,4393.28018,modeled,pooled-drift (annual)
EL42,N,2055,,no_units,4494.990749,modeled,pooled-drift (annual)
EL42,N,2011,,turnover,215523,observed,observed
EL42,N,2012,,turnover,173696,observed,observed
EL42,N,2013,,turnover,199166,observed,observed
EL42,N,2014,,turnover,218208,observed,observed
EL42,N,2015,,turnover,232241,observed,observed
EL42,N,2016,,turnover,220259.0778,observed,observed
EL42,N,2017,,turnover,244653.32,observed,observed
EL42,N,2018,,turnover,277386.1947,observed,observed
EL42,N,2019,,turnover,291631.4489,observed,observed
EL42,N,2020,,turnover,90096.26663,observed,observed
EL42,N,2021,,turnover,2,observed,observed
EL42,N,2022,,turnover,415992.1793,observed,observed
EL42,N,2023,,turnover,319715.4357,modeled,pooled-drift (annual)
EL42,N,2024,,turnover,330397.0056,modeled,pooled-drift (annual)
EL42,N,2025,,turnover,341435.4427,modeled,pooled-drift (annual)
EL42,N,2026,,turnover,352842.6697,modeled,pooled-drift (annual)
EL42,N,2027,,turnover,364631.0078,modeled,pooled-drift (annual)
EL42,N,2028,,turnover,376813.1898,modeled,pooled-drift (annual)
EL42,N,2029,,turnover,389402.3737,modeled,pooled-drift (annual)
EL42,N,2030,,turnover,402412.1575,modeled,pooled-drift (annual)
EL42,N,2031,,turnover,415856.5932,modeled,pooled-drift (annual)
EL42,N,2032,,turnover,429750.2022,modeled,pooled-drift (annual)
EL42,N,2033,,turnover,444107.9915,modeled,pooled-drift (annual)
EL42,N,2034,,turnover,458945.4689,modeled,pooled-drift (annual)
EL42,N,2035,,turnover,474278.6608,modeled,pooled-drift (annual)
EL42,N,2036,,turnover,490124.1287,modeled,pooled-drift (annual)
EL42,N,2037,,turnover,506498.9877,modeled,pooled-drift (annual)
EL42,N,2038,,turnover,523420.9243,modeled,pooled-drift (annual)
EL42,N,2039,,turnover,540908.2164,modeled,pooled-drift (annual)
EL42,N,2040,,turnover,558979.7522,modeled,pooled-drift (annual)
EL42,N,2041,,turnover,577655.0511,modeled,pooled-drift (annual)
EL42,N,2042,,turnover,596954.2845,modeled,pooled-drift (annual)
EL42,N,2043,,turnover,616898.2979,modeled,pooled-drift (annual)
EL42,N,2044,,turnover,637508.6332,modeled,pooled-drift (annual)
EL42,N,2045,,turnover,658807.5518,modeled,pooled-drift (annual)
EL42,N,2046,,turnover,680818.0591,modeled,pooled-drift (annual)
EL42,N,2047,,turnover,703563.929,modeled,pooled-drift (annual)
EL42,N,2048,,turnover,727069.7297,modeled,pooled-drift (annual)
EL42,N,2049,,turnover,751360.8502,modeled,pooled-drift (annual)
EL42,N,2050,,turnover,776463.5277,modeled,pooled-drift (annual)
EL42,N,2051,,turnover,802404.8759,modeled,pooled-drift (annual)
EL42,N,2052,,turnover,829212.9147,modeled,pooled-drift (annual)
EL42,N,2053,,turnover,856916.5998,modeled,pooled-drift (annual)
EL42,N,2054,,turnover,885545.8543,modeled,pooled-drift (annual)
EL42,N,2055,,turnover,915131.6012,modeled,pooled-drift (annual)
EL42,O,2011,,employment,2,observed,observed
EL42,O,2012,,employment,2,observed,observed
EL42,O,2013,,employment,2,observed,observed
EL42,O,2014,,employment,2,observed,observed
EL42,O,2015,,employment,3138,observed,observed
EL42,O,2016,,employment,3411,observed,observed
EL42,O,2017,,employment,5159,observed,observed
EL42,O,2018,,employment,4773,observed,observed
EL42,O,2019,,employment,4927,observed,observed
EL42,O,2020,,employment,2,observed,observed
EL42,O,2021,,employment,9653,observed,observed
EL42,O,2022,,employment,5580,observed,observed
EL42,O,2023,,employment,12,modeled,pooled-drift (annual)
EL42,O,2024,,employment,12,modeled,pooled-drift (annual)
EL42,O,2025,,employment,12,modeled,pooled-drift (annual)
EL42,O,2026,,employment,12,modeled,pooled-drift (annual)
EL42,O,2027,,employment,12,modeled,pooled-drift (annual)
EL42,O,2028,,employment,12,modeled,pooled-drift (annual)
EL42,O,2029,,employment,12,modeled,pooled-drift (annual)
EL42,O,2030,,employment,12,modeled,pooled-drift (annual)
EL42,O,2031,,employment,12,modeled,pooled-drift (annual)
EL42,O,2032,,employment,12,modeled,pooled-drift (annual)
EL42,O,2033,,employment,12,modeled,pooled-drift (annual)
EL42,O,2034,,employment,12,modeled,pooled-drift (annual)
EL42,O,2035,,employment,12,modeled,pooled-drift (annual)
EL42,O,2036,,employment,12,modeled,pooled-drift (annual)
EL42,O,2037,,employment,12,modeled,pooled-drift (annual)
EL42,O,2038,,employment,12,modeled,pooled-drift (annual)
EL42,O,2039,,employment,12,modeled,pooled-drift (annual)
EL42,O,2040,,employment,12,modeled,pooled-drift (annual)
EL42,O,2041,,employment,12,modeled,pooled-drift (annual)
EL42,O,2042,,employment,12,modeled,pooled-drift (annual)
EL42,O,2043,,employment,12,modeled,pooled-drift (annual)
EL42,O,2044,,employment,12,modeled,pooled-drift (annual)
EL42,O,2045,,employment,12,modeled,pooled-drift (annual)
EL42,O,2046,,employment,12,modeled,pooled-drift (annual)
EL42,O,2047,,employment,12,modeled,pooled-drift (annual)
EL42,O,2048,,employment,12,modeled,pooled-drift (annual)
EL42,O,2049,,employment,12,modeled,pooled-drift (annual)
EL42,O,2050,,employment,12,modeled,pooled-drift (annual)
EL42,O,2051,,employment,12,modeled,pooled-drift (annual)
EL42,O,2052,,employment,12,modeled,pooled-drift (annual)
EL42,O,2053,,employment,12,modeled,pooled-drift (annual)
EL42,O,2054,,employment,12,modeled,pooled-drift (annual)
EL42,O,2055,,employment,12,modeled,pooled-drift (annual)
EL42,O,2011,,no_units,2,observed,observed
EL42,O,2012,,no_units,2,observed,observed
EL42,O,2013,,no_units,2,observed,observed
EL42,O,2014,,no_units,2,observed,observed
EL42,O,2015,,no_units,68,observed,observed
EL42,O,2016,,no_units,70,observed,observed
EL42,O,2017,,no_units,71,observed,observed
EL42,O,2018,,no_units,71,observed,observed
EL42,O,2019,,no_units,72,observed,observed
EL42,O,2020,,no_units,2,observed,observed
EL42,O,2021,,no_units,775,observed,observed
EL42,O,2022,,no_units,65,observed,observed
EL42,O,2023,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2024,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2025,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2026,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2027,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2028,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2029,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2030,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2031,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2032,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2033,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2034,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2035,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2036,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2037,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2038,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2039,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2040,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2041,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2042,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2043,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2044,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2045,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2046,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2047,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2048,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2049,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2050,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2051,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2052,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2053,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2054,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2055,,no_units,12,modeled,pooled-drift (annual)
EL42,O,2011,,turnover,2,observed,observed
EL42,O,2012,,turnover,2,observed,observed
EL42,O,2013,,turnover,2,observed,observed
EL42,O,2014,,turnover,2,observed,observed
EL42,O,2015,,turnover,7291,observed,observed
EL42,O,2016,,turnover,6099.48944,observed,observed
EL42,O,2017,,turnover,9448.48,observed,observed
EL42,O,2018,,turnover,7222.97857,observed,observed
EL42,O,2019,,turnover,9050.51643,observed,observed
EL42,O,2020,,turnover,2,observed,observed
EL42,O,2021,,turnover,22918.8264,observed,observed
EL42,O,2022,,turnover,6607.27528,observed,observed
EL42,O,2023,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2024,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2025,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2026,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2027,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2028,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2029,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2030,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2031,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2032,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2033,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2034,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2035,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2036,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2037,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2038,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2039,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2040,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2041,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2042,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2043,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2044,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2045,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2046,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2047,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2048,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2049,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2050,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2051,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2052,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2053,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2054,,turnover,10,modeled,pooled-drift (annual)
EL42,O,2055,,turnover,10,modeled,pooled-drift (annual)
EL42,P,2011,,employment,1803,observed,observed
EL42,P,2012,,employment,1764,observed,observed
EL42,P,2013,,employment,1809,observed,observed
EL42,P,2014,,employment,3031,observed,observed
EL42,P,2015,,employment,2920,observed,observed
EL42,P,2016,,employment,4277,observed,observed
EL42,P,2017,,employment,10412,observed,observed
EL42,P,2018,,employment,7666,observed,observed
EL42,P,2019,,employment,9342,observed,observed
EL42,P,2020,,employment,9424,observed,observed
EL42,P,2021,,employment,6009,observed,observed
EL42,P,2022,,employment,10050,observed,observed
EL42,P,2023,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2024,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2025,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2026,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2027,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2028,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2029,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2030,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2031,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2032,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2033,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2034,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2035,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2036,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2037,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2038,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2039,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2040,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2041,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2042,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2043,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2044,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2045,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2046,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2047,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2048,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2049,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2050,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2051,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2052,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2053,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2054,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2055,,employment,10818,modeled,pooled-drift (annual)
EL42,P,2011,,no_units,857,observed,observed
EL42,P,2012,,no_units,837,observed,observed
EL42,P,2013,,no_units,780,observed,observed
EL42,P,2014,,no_units,850,observed,observed
EL42,P,2015,,no_units,800,observed,observed
EL42,P,2016,,no_units,739,observed,observed
EL42,P,2017,,no_units,731,observed,observed
EL42,P,2018,,no_units,725,observed,observed
EL42,P,2019,,no_units,751,observed,observed
EL42,P,2020,,no_units,754,observed,observed
EL42,P,2021,,no_units,1284,observed,observed
EL42,P,2022,,no_units,828,observed,observed
EL42,P,2023,,no_units,826.0592721,modeled,pooled-drift (annual)
EL42,P,2024,,no_units,823.5318675,modeled,pooled-drift (annual)
EL42,P,2025,,no_units,821.0121957,modeled,pooled-drift (annual)
EL42,P,2026,,no_units,818.5002331,modeled,pooled-drift (annual)
EL42,P,2027,,no_units,815.995956,modeled,pooled-drift (annual)
EL42,P,2028,,no_units,813.499341,modeled,pooled-drift (annual)
EL42,P,2029,,no_units,811.0103647,modeled,pooled-drift (annual)
EL42,P,2030,,no_units,808.5290036,modeled,pooled-drift (annual)
EL42,P,2031,,no_units,806.0552344,modeled,pooled-drift (annual)
EL42,P,2032,,no_units,803.589034,modeled,pooled-drift (annual)
EL42,P,2033,,no_units,801.1303791,modeled,pooled-drift (annual)
EL42,P,2034,,no_units,798.6792467,modeled,pooled-drift (annual)
EL42,P,2035,,no_units,796.2356138,modeled,pooled-drift (annual)
EL42,P,2036,,no_units,793.7994574,modeled,pooled-drift (annual)
EL42,P,2037,,no_units,791.3707547,modeled,pooled-drift (annual)
EL42,P,2038,,no_units,788.9494828,modeled,pooled-drift (annual)
EL42,P,2039,,no_units,786.535619,modeled,pooled-drift (annual)
EL42,P,2040,,no_units,784.1291406,modeled,pooled-drift (annual)
EL42,P,2041,,no_units,781.7300251,modeled,pooled-drift (annual)
EL42,P,2042,,no_units,779.3382499,modeled,pooled-drift (annual)
EL42,P,2043,,no_units,776.9537926,modeled,pooled-drift (annual)
EL42,P,2044,,no_units,774.5766307,modeled,pooled-drift (annual)
EL42,P,2045,,no_units,772.2067419,modeled,pooled-drift (annual)
EL42,P,2046,,no_units,769.8441041,modeled,pooled-drift (annual)
EL42,P,2047,,no_units,767.488695,modeled,pooled-drift (annual)
EL42,P,2048,,no_units,765.1404924,modeled,pooled-drift (annual)
EL42,P,2049,,no_units,762.7994744,modeled,pooled-drift (annual)
EL42,P,2050,,no_units,760.465619,modeled,pooled-drift (annual)
EL42,P,2051,,no_units,758.1389042,modeled,pooled-drift (annual)
EL42,P,2052,,no_units,755.8193082,modeled,pooled-drift (annual)
EL42,P,2053,,no_units,753.5068093,modeled,pooled-drift (annual)
EL42,P,2054,,no_units,751.2013856,modeled,pooled-drift (annual)
EL42,P,2055,,no_units,748.9030156,modeled,pooled-drift (annual)
EL42,P,2011,,turnover,31227,observed,observed
EL42,P,2012,,turnover,24531,observed,observed
EL42,P,2013,,turnover,21687,observed,observed
EL42,P,2014,,turnover,24743,observed,observed
EL42,P,2015,,turnover,19796,observed,observed
EL42,P,2016,,turnover,20978.97127,observed,observed
EL42,P,2017,,turnover,21354.03,observed,observed
EL42,P,2018,,turnover,22354.93186,observed,observed
EL42,P,2019,,turnover,23568.57073,observed,observed
EL42,P,2020,,turnover,19579.17014,observed,observed
EL42,P,2021,,turnover,84288.10708,observed,observed
EL42,P,2022,,turnover,29473.77071,observed,observed
EL42,P,2023,,turnover,29606.99019,modeled,pooled-drift (annual)
EL42,P,2024,,turnover,29475.84469,modeled,pooled-drift (annual)
EL42,P,2025,,turnover,29345.2801,modeled,pooled-drift (annual)
EL42,P,2026,,turnover,29215.29386,modeled,pooled-drift (annual)
EL42,P,2027,,turnover,29085.88339,modeled,pooled-drift (annual)
EL42,P,2028,,turnover,28957.04616,modeled,pooled-drift (annual)
EL42,P,2029,,turnover,28828.77961,modeled,pooled-drift (annual)
EL42,P,2030,,turnover,28701.08123,modeled,pooled-drift (annual)
EL42,P,2031,,turnover,28573.94849,modeled,pooled-drift (annual)
EL42,P,2032,,turnover,28447.3789,modeled,pooled-drift (annual)
EL42,P,2033,,turnover,28321.36995,modeled,pooled-drift (annual)
EL42,P,2034,,turnover,28195.91916,modeled,pooled-drift (annual)
EL42,P,2035,,turnover,28071.02406,modeled,pooled-drift (annual)
EL42,P,2036,,turnover,27946.68219,modeled,pooled-drift (annual)
EL42,P,2037,,turnover,27822.8911,modeled,pooled-drift (annual)
EL42,P,2038,,turnover,27699.64834,modeled,pooled-drift (annual)
EL42,P,2039,,turnover,27576.9515,modeled,pooled-drift (annual)
EL42,P,2040,,turnover,27454.79814,modeled,pooled-drift (annual)
EL42,P,2041,,turnover,27333.18588,modeled,pooled-drift (annual)
EL42,P,2042,,turnover,27212.11229,modeled,pooled-drift (annual)
EL42,P,2043,,turnover,27091.57501,modeled,pooled-drift (annual)
EL42,P,2044,,turnover,26971.57165,modeled,pooled-drift (annual)
EL42,P,2045,,turnover,26852.09986,modeled,pooled-drift (annual)
EL42,P,2046,,turnover,26733.15727,modeled,pooled-drift (annual)
EL42,P,2047,,turnover,26614.74154,modeled,pooled-drift (annual)
EL42,P,2048,,turnover,26496.85034,modeled,pooled-drift (annual)
EL42,P,2049,,turnover,26379.48134,modeled,pooled-drift (annual)
EL42,P,2050,,turnover,26262.63224,modeled,pooled-drift (annual)
EL42,P,2051,,turnover,26146.30072,modeled,pooled-drift (annual)
EL42,P,2052,,turnover,26030.4845,modeled,pooled-drift (annual)
EL42,P,2053,,turnover,25915.18129,modeled,pooled-drift (annual)
EL42,P,2054,,turnover,25800.38882,modeled,pooled-drift (annual)
EL42,P,2055,,turnover,25686.10483,modeled,pooled-drift (annual)
EL42,Q,2011,,employment,1888,observed,observed
EL42,Q,2012,,employment,1906,observed,observed
EL42,Q,2013,,employment,2027,observed,observed
EL42,Q,2014,,employment,3452,observed,observed
EL42,Q,2015,,employment,3270,observed,observed
EL42,Q,2016,,employment,3400,observed,observed
EL42,Q,2017,,employment,4846,observed,observed
EL42,Q,2018,,employment,5285,observed,observed
EL42,Q,2019,,employment,5306,observed,observed
EL42,Q,2020,,employment,5355,observed,observed
EL42,Q,2021,,employment,2981,observed,observed
EL42,Q,2022,,employment,5921,observed,observed
EL42,Q,2023,,employment,6509.889252,modeled,pooled-drift (annual)
EL42,Q,2024,,employment,7217.241446,modeled,pooled-drift (annual)
EL42,Q,2025,,employment,8001.453186,modeled,pooled-drift (annual)
EL42,Q,2026,,employment,8870.875883,modeled,pooled-drift (annual)
EL42,Q,2027,,employment,9834.768398,modeled,pooled-drift (annual)
EL42,Q,2028,,employment,10903.39564,modeled,pooled-drift (annual)
EL42,Q,2029,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2030,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2031,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2032,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2033,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2034,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2035,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2036,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2037,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2038,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2039,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2040,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2041,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2042,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2043,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2044,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2045,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2046,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2047,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2048,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2049,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2050,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2051,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2052,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2053,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2054,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2055,,employment,11328,modeled,pooled-drift (annual)
EL42,Q,2011,,no_units,992,observed,observed
EL42,Q,2012,,no_units,1011,observed,observed
EL42,Q,2013,,no_units,1029,observed,observed
EL42,Q,2014,,no_units,1192,observed,observed
EL42,Q,2015,,no_units,1175,observed,observed
EL42,Q,2016,,no_units,1205,observed,observed
EL42,Q,2017,,no_units,1235,observed,observed
EL42,Q,2018,,no_units,1271,observed,observed
EL42,Q,2019,,no_units,1261,observed,observed
EL42,Q,2020,,no_units,1218,observed,observed
EL42,Q,2021,,no_units,1087,observed,observed
EL42,Q,2022,,no_units,1367,observed,observed
EL42,Q,2023,,no_units,1407.209991,modeled,pooled-drift (annual)
EL42,Q,2024,,no_units,1448.814708,modeled,pooled-drift (annual)
EL42,Q,2025,,no_units,1491.649486,modeled,pooled-drift (annual)
EL42,Q,2026,,no_units,1535.75069,modeled,pooled-drift (annual)
EL42,Q,2027,,no_units,1581.155764,modeled,pooled-drift (annual)
EL42,Q,2028,,no_units,1627.903257,modeled,pooled-drift (annual)
EL42,Q,2029,,no_units,1676.032858,modeled,pooled-drift (annual)
EL42,Q,2030,,no_units,1725.585429,modeled,pooled-drift (annual)
EL42,Q,2031,,no_units,1776.603042,modeled,pooled-drift (annual)
EL42,Q,2032,,no_units,1829.129011,modeled,pooled-drift (annual)
EL42,Q,2033,,no_units,1883.207931,modeled,pooled-drift (annual)
EL42,Q,2034,,no_units,1938.885715,modeled,pooled-drift (annual)
EL42,Q,2035,,no_units,1996.209635,modeled,pooled-drift (annual)
EL42,Q,2036,,no_units,2055.228359,modeled,pooled-drift (annual)
EL42,Q,2037,,no_units,2115.991994,modeled,pooled-drift (annual)
EL42,Q,2038,,no_units,2178.552131,modeled,pooled-drift (annual)
EL42,Q,2039,,no_units,2242.961883,modeled,pooled-drift (annual)
EL42,Q,2040,,no_units,2309.275934,modeled,pooled-drift (annual)
EL42,Q,2041,,no_units,2377.550587,modeled,pooled-drift (annual)
EL42,Q,2042,,no_units,2447.843806,modeled,pooled-drift (annual)
EL42,Q,2043,,no_units,2520.215273,modeled,pooled-drift (annual)
EL42,Q,2044,,no_units,2594.72643,modeled,pooled-drift (annual)
EL42,Q,2045,,no_units,2671.440538,modeled,pooled-drift (annual)
EL42,Q,2046,,no_units,2750.42273,modeled,pooled-drift (annual)
EL42,Q,2047,,no_units,2831.740061,modeled,pooled-drift (annual)
EL42,Q,2048,,no_units,2915.461572,modeled,pooled-drift (annual)
EL42,Q,2049,,no_units,3001.658341,modeled,pooled-drift (annual)
EL42,Q,2050,,no_units,3090.403552,modeled,pooled-drift (annual)
EL42,Q,2051,,no_units,3181.77255,modeled,pooled-drift (annual)
EL42,Q,2052,,no_units,3275.842909,modeled,pooled-drift (annual)
EL42,Q,2053,,no_units,3372.694495,modeled,pooled-drift (annual)
EL42,Q,2054,,no_units,3472.409536,modeled,pooled-drift (annual)
EL42,Q,2055,,no_units,3575.072691,modeled,pooled-drift (annual)
EL42,Q,2011,,turnover,61090,observed,observed
EL42,Q,2012,,turnover,50131,observed,observed
EL42,Q,2013,,turnover,56819,observed,observed
EL42,Q,2014,,turnover,58724,observed,observed
EL42,Q,2015,,turnover,58162,observed,observed
EL42,Q,2016,,turnover,56182.87396,observed,observed
EL42,Q,2017,,turnover,55287.09,observed,observed
EL42,Q,2018,,turnover,57553.53842,observed,observed
EL42,Q,2019,,turnover,60381.28055,observed,observed
EL42,Q,2020,,turnover,55307.45335,observed,observed
EL42,Q,2021,,turnover,54545.23589,observed,observed
EL42,Q,2022,,turnover,83485.8885,observed,observed
EL42,Q,2023,,turnover,85875.30547,modeled,pooled-drift (annual)
EL42,Q,2024,,turnover,88347.27171,modeled,pooled-drift (annual)
EL42,Q,2025,,turnover,90890.39481,modeled,pooled-drift (annual)
EL42,Q,2026,,turnover,93506.72305,modeled,pooled-drift (annual)
EL42,Q,2027,,turnover,96198.36369,modeled,pooled-drift (annual)
EL42,Q,2028,,turnover,98967.48464,modeled,pooled-drift (annual)
EL42,Q,2029,,turnover,101816.3162,modeled,pooled-drift (annual)
EL42,Q,2030,,turnover,104747.1529,modeled,pooled-drift (annual)
EL42,Q,2031,,turnover,107762.3553,modeled,pooled-drift (annual)
EL42,Q,2032,,turnover,110864.3518,modeled,pooled-drift (annual)
EL42,Q,2033,,turnover,114055.641,modeled,pooled-drift (annual)
EL42,Q,2034,,turnover,117338.7932,modeled,pooled-drift (annual)
EL42,Q,2035,,turnover,120716.4526,modeled,pooled-drift (annual)
EL42,Q,2036,,turnover,124191.3398,modeled,pooled-drift (annual)
EL42,Q,2037,,turnover,127766.2534,modeled,pooled-drift (annual)
EL42,Q,2038,,turnover,131444.0728,modeled,pooled-drift (annual)
EL42,Q,2039,,turnover,135227.7602,modeled,pooled-drift (annual)
EL42,Q,2040,,turnover,139120.363,modeled,pooled-drift (annual)
EL42,Q,2041,,turnover,143125.0165,modeled,pooled-drift (annual)
EL42,Q,2042,,turnover,147244.946,modeled,pooled-drift (annual)
EL42,Q,2043,,turnover,151483.4699,modeled,pooled-drift (annual)
EL42,Q,2044,,turnover,155844.002,modeled,pooled-drift (annual)
EL42,Q,2045,,turnover,160330.0543,modeled,pooled-drift (annual)
EL42,Q,2046,,turnover,164945.24,modeled,pooled-drift (annual)
EL42,Q,2047,,turnover,169693.2762,modeled,pooled-drift (annual)
EL42,Q,2048,,turnover,174577.9872,modeled,pooled-drift (annual)
EL42,Q,2049,,turnover,179603.3072,modeled,pooled-drift (annual)
EL42,Q,2050,,turnover,184773.2837,modeled,pooled-drift (annual)
EL42,Q,2051,,turnover,190092.0807,modeled,pooled-drift (annual)
EL42,Q,2052,,turnover,195563.9821,modeled,pooled-drift (annual)
EL42,Q,2053,,turnover,201193.3951,modeled,pooled-drift (annual)
EL42,Q,2054,,turnover,206984.8538,modeled,pooled-drift (annual)
EL42,Q,2055,,turnover,212943.0226,modeled,pooled-drift (annual)
